InvoiceNo,InvoiceDate,CustomerID,Country,StockCode,Description,Quantity,UnitPrice,TotalPrice
INV502015,2023-03-01,10383,Belgium,STK002,Coussin en lin,4,20.87,83.48
INV502015,2023-03-01,10383,Belgium,STK008,Tapis de bain,3,24.97,74.91
INV502015,2023-03-01,10383,Belgium,STK008,Tapis de bain,1,29.3,29.3
INV502016,2023-09-05,10384,Netherlands,STK004,Plaid tricote,5,30.29,151.45
INV502016,2023-09-05,10384,Netherlands,STK002,Coussin en lin,1,22.72,22.72
INV502016,2023-09-05,10384,Netherlands,STK008,Tapis de bain,1,32.38,32.38
INV502017,2023-02-02,10384,Netherlands,STK004,Plaid tricote,1,38.05,38.05
INV502018,2023-12-21,10384,Netherlands,STK010,Guirlande lumineuse,2,13.76,27.52
INV502018,2023-12-21,10384,Netherlands,STK007,Panier de rangement,5,18.03,90.15
INV502018,2023-12-21,10384,Netherlands,STK006,Cadre photo bois,3,8.8,26.400000000000002
INV502019,2023-11-09,10384,Netherlands,STK008,Tapis de bain,4,20.41,81.64
INV502019,2023-11-09,10384,Netherlands,STK008,Tapis de bain,4,27.41,109.64
INV502019,2023-11-09,10384,Netherlands,STK009,Vase en verre,3,17.61,52.83
INV502019,2023-11-09,10384,Netherlands,STK007,Panier de rangement,4,22.19,88.76
INV502020,2023-01-16,10384,Netherlands,STK009,Vase en verre,5,16.97,84.85
INV502020,2023-01-16,10384,Netherlands,STK012,Miroir mural rond,4,40.2,160.8
INV502020,2023-01-16,10384,Netherlands,STK001,Lampe de bureau design,1,21.89,21.89
INV502020,2023-01-16,10384,Netherlands,STK003,Set de tasses ceramique,3,12.43,37.29
INV502021,2023-04-25,10384,Netherlands,STK001,Lampe de bureau design,3,26.83,80.49
INV502021,2023-04-25,10384,Netherlands,STK007,Panier de rangement,3,17.79,53.37
INV502021,2023-04-25,10384,Netherlands,STK003,Set de tasses ceramique,4,11.42,45.68
INV502021,2023-04-25,10384,Netherlands,STK004,Plaid tricote,3,30.61,91.83
INV502022,2023-03-02,10384,Netherlands,STK012,Miroir mural rond,5,42.02,210.10000000000002
INV502022,2023-03-02,10384,Netherlands,STK012,Miroir mural rond,5,44.23,221.14999999999998
INV502023,2023-05-30,10384,Netherlands,STK001,Lampe de bureau design,4,21.94,87.76
INV502023,2023-05-30,10384,Netherlands,STK009,Vase en verre,3,21.62,64.86
INV502024,2023-07-13,10385,France,STK011,Plateau en bambou,2,22.79,45.58
INV502024,2023-07-13,10385,France,STK002,Coussin en lin,3,16.05,48.150000000000006
INV502024,2023-07-13,10385,France,STK010,Guirlande lumineuse,5,17.77,88.85
INV502024,2023-07-13,10385,France,STK002,Coussin en lin,1,16.67,16.67
INV502025,2023-09-29,10386,France,STK005,Bougie parfumee,2,11.81,23.62
INV502025,2023-09-29,10386,France,STK009,Vase en verre,2,15.64,31.28
INV502026,2023-04-17,10387,France,STK008,Tapis de bain,1,25.54,25.54
INV502027,2023-04-14,10387,France,STK011,Plateau en bambou,3,22.14,66.42
INV502027,2023-04-14,10387,France,STK002,Coussin en lin,4,18.02,72.08
INV502028,2023-12-12,10387,France,STK007,Panier de rangement,1,23.35,23.35
INV502028,2023-12-12,10387,France,STK002,Coussin en lin,1,17.24,17.24
INV502029,2023-09-23,10388,Germany,STK011,Plateau en bambou,5,18.04,90.19999999999999
INV502029,2023-09-23,10388,Germany,STK002,Coussin en lin,4,20.56,82.24
INV502029,2023-09-23,10388,Germany,STK011,Plateau en bambou,4,22.76,91.04
INV502029,2023-09-23,10388,Germany,STK005,Bougie parfumee,5,13.41,67.05
INV502030,2023-06-24,10389,France,STK005,Bougie parfumee,4,9.9,39.6
INV502030,2023-06-24,10389,France,STK006,Cadre photo bois,1,10.84,10.84
INV502030,2023-06-24,10389,France,STK005,Bougie parfumee,4,14.08,56.32
INV502030,2023-06-24,10389,France,STK006,Cadre photo bois,2,9.14,18.28
INV502031,2023-07-22,10389,France,STK007,Panier de rangement,4,18.58,74.32
INV502031,2023-07-22,10389,France,STK010,Guirlande lumineuse,5,16.27,81.35
INV502031,2023-07-22,10389,France,STK006,Cadre photo bois,3,11.6,34.8
INV502032,2023-02-07,10389,France,STK012,Miroir mural rond,4,44.03,176.12
INV502032,2023-02-07,10389,France,STK011,Plateau en bambou,1,22.24,22.24
INV502032,2023-02-07,10389,France,STK006,Cadre photo bois,1,11.95,11.95
INV502032,2023-02-07,10389,France,STK009,Vase en verre,5,18.93,94.65
INV502033,2023-03-25,10389,France,STK005,Bougie parfumee,3,15.1,45.3
INV502033,2023-03-25,10389,France,STK005,Bougie parfumee,4,14.63,58.52
INV502034,2023-05-28,10389,France,STK008,Tapis de bain,2,25.04,50.08
INV502034,2023-05-28,10389,France,STK008,Tapis de bain,2,33.38,66.76
INV502034,2023-05-28,10389,France,STK007,Panier de rangement,5,22.03,110.15
INV502035,2023-12-16,10390,Spain,STK012,Miroir mural rond,3,41.49,124.47
INV502035,2023-12-16,10390,Spain,STK010,Guirlande lumineuse,5,14.24,71.2
INV502036,2023-12-01,10390,Spain,STK002,Coussin en lin,4,20.52,82.08
INV502036,2023-12-01,10390,Spain,STK006,Cadre photo bois,2,11.15,22.3
INV502036,2023-12-01,10390,Spain,STK010,Guirlande lumineuse,2,11.62,23.24
INV502037,2023-11-03,10390,Spain,STK005,Bougie parfumee,5,11.94,59.699999999999996
INV502038,2023-12-30,10390,Spain,STK001,Lampe de bureau design,3,27.83,83.49
INV502038,2023-12-30,10390,Spain,STK012,Miroir mural rond,3,42.82,128.46
INV502038,2023-12-30,10390,Spain,STK010,Guirlande lumineuse,5,10.93,54.65
INV502038,2023-12-30,10390,Spain,STK008,Tapis de bain,2,26.3,52.6
INV502039,2023-11-28,10390,Spain,STK005,Bougie parfumee,1,11.95,11.95
INV502039,2023-11-28,10390,Spain,STK006,Cadre photo bois,3,8.0,24.0
INV502040,2023-09-21,10390,Spain,STK003,Set de tasses ceramique,5,17.81,89.05
INV502041,2023-01-19,10390,Spain,STK002,Coussin en lin,3,17.95,53.849999999999994
INV502041,2023-01-19,10390,Spain,STK012,Miroir mural rond,2,41.56,83.12
INV502041,2023-01-19,10390,Spain,STK010,Guirlande lumineuse,4,13.78,55.12
INV502042,2023-02-15,10391,France,STK003,Set de tasses ceramique,5,14.09,70.45
INV502042,2023-02-15,10391,France,STK012,Miroir mural rond,3,37.16,111.47999999999999
INV502042,2023-02-15,10391,France,STK010,Guirlande lumineuse,1,14.02,14.02
INV502043,2023-02-01,10391,France,STK003,Set de tasses ceramique,2,18.87,37.74
INV502043,2023-02-01,10391,France,STK003,Set de tasses ceramique,2,16.99,33.98
INV502043,2023-02-01,10391,France,STK007,Panier de rangement,1,27.31,27.31
INV502043,2023-02-01,10391,France,STK012,Miroir mural rond,5,39.56,197.8
INV502044,2023-01-12,10391,France,STK003,Set de tasses ceramique,4,12.22,48.88
INV502044,2023-01-12,10391,France,STK011,Plateau en bambou,3,21.82,65.46000000000001
INV502045,2023-01-12,10392,Germany,STK007,Panier de rangement,4,18.45,73.8
INV502045,2023-01-12,10392,Germany,STK005,Bougie parfumee,2,12.93,25.86
INV502045,2023-01-12,10392,Germany,STK002,Coussin en lin,4,18.29,73.16
INV502045,2023-01-12,10392,Germany,STK012,Miroir mural rond,5,53.3,266.5
INV502046,2023-03-13,10392,Germany,STK010,Guirlande lumineuse,4,13.03,52.12
INV502046,2023-03-13,10392,Germany,STK007,Panier de rangement,1,25.63,25.63
INV502046,2023-03-13,10392,Germany,STK004,Plaid tricote,2,24.07,48.14
INV502046,2023-03-13,10392,Germany,STK004,Plaid tricote,2,34.97,69.94
INV502047,2023-07-14,10392,Germany,STK012,Miroir mural rond,1,46.52,46.52
INV502047,2023-07-14,10392,Germany,STK005,Bougie parfumee,4,10.75,43.0
INV502048,2023-09-03,10393,Germany,STK004,Plaid tricote,3,37.69,113.07
INV502048,2023-09-03,10393,Germany,STK004,Plaid tricote,5,33.69,168.45
INV502048,2023-09-03,10393,Germany,STK007,Panier de rangement,1,26.49,26.49
INV502049,2023-01-20,10393,Germany,STK002,Coussin en lin,2,17.77,35.54
INV502050,2023-07-12,10393,Germany,STK005,Bougie parfumee,3,16.04,48.12
INV502051,2023-03-01,10393,Germany,STK001,Lampe de bureau design,1,23.59,23.59
INV502052,2023-06-22,10393,Germany,STK005,Bougie parfumee,3,11.29,33.87
INV502052,2023-06-22,10393,Germany,STK006,Cadre photo bois,5,9.79,48.949999999999996
INV502052,2023-06-22,10393,Germany,STK002,Coussin en lin,4,14.33,57.32
INV502052,2023-06-22,10393,Germany,STK003,Set de tasses ceramique,1,17.36,17.36
INV502053,2023-02-14,10393,Germany,STK005,Bougie parfumee,2,6.63,13.26
INV502053,2023-02-14,10393,Germany,STK009,Vase en verre,1,20.39,20.39
INV502053,2023-02-14,10393,Germany,STK004,Plaid tricote,1,29.28,29.28
INV502054,2023-09-11,10393,Germany,STK005,Bougie parfumee,4,11.49,45.96
INV502054,2023-09-11,10393,Germany,STK007,Panier de rangement,2,17.08,34.16
INV502054,2023-09-11,10393,Germany,STK005,Bougie parfumee,2,11.5,23.0
INV502054,2023-09-11,10393,Germany,STK004,Plaid tricote,3,38.65,115.94999999999999
INV502055,2023-04-25,10394,France,STK011,Plateau en bambou,4,21.49,85.96
INV502056,2023-01-03,10394,France,STK005,Bougie parfumee,5,10.37,51.849999999999994
INV502057,2023-08-05,10394,France,STK008,Tapis de bain,4,31.16,124.64
INV502057,2023-08-05,10394,France,STK005,Bougie parfumee,4,13.19,52.76
INV502057,2023-08-05,10394,France,STK010,Guirlande lumineuse,4,16.2,64.8
INV502058,2023-06-12,10394,France,STK006,Cadre photo bois,2,10.56,21.12
INV502058,2023-06-12,10394,France,STK003,Set de tasses ceramique,2,18.86,37.72
INV502059,2023-01-24,10394,France,STK004,Plaid tricote,4,30.44,121.76
INV502059,2023-01-24,10394,France,STK007,Panier de rangement,4,18.67,74.68
INV502059,2023-01-24,10394,France,STK001,Lampe de bureau design,1,25.66,25.66
INV502059,2023-01-24,10394,France,STK001,Lampe de bureau design,2,25.71,51.42
INV502060,2023-08-21,10395,France,STK007,Panier de rangement,2,21.37,42.74
INV502060,2023-08-21,10395,France,STK010,Guirlande lumineuse,3,13.44,40.32
INV502061,2023-09-19,10395,France,STK008,Tapis de bain,4,24.64,98.56
INV502062,2023-12-17,10395,France,STK006,Cadre photo bois,2,11.09,22.18
INV502063,2023-12-18,10395,France,STK001,Lampe de bureau design,3,23.43,70.28999999999999
INV502063,2023-12-18,10395,France,STK006,Cadre photo bois,3,9.57,28.71
INV502064,2023-10-11,10395,France,STK012,Miroir mural rond,1,45.87,45.87
INV502065,2023-01-01,10396,France,STK001,Lampe de bureau design,2,23.45,46.9
INV502065,2023-01-01,10396,France,STK002,Coussin en lin,5,17.73,88.65
INV502065,2023-01-01,10396,France,STK012,Miroir mural rond,2,36.6,73.2
INV502065,2023-01-01,10396,France,STK012,Miroir mural rond,4,35.54,142.16
INV502066,2023-04-09,10396,France,STK010,Guirlande lumineuse,5,11.94,59.699999999999996
INV502067,2023-08-30,10396,France,STK009,Vase en verre,4,18.73,74.92
INV502067,2023-08-30,10396,France,STK012,Miroir mural rond,4,37.92,151.68
INV502067,2023-08-30,10396,France,STK012,Miroir mural rond,4,35.02,140.08
INV502068,2023-04-28,10396,France,STK001,Lampe de bureau design,2,28.65,57.3
INV502068,2023-04-28,10396,France,STK001,Lampe de bureau design,1,30.92,30.92
INV502069,2023-08-24,10396,France,STK008,Tapis de bain,5,28.01,140.05
INV502069,2023-08-24,10396,France,STK012,Miroir mural rond,5,44.87,224.35
INV502069,2023-08-24,10396,France,STK008,Tapis de bain,2,26.7,53.4
INV502070,2023-05-25,10396,France,STK002,Coussin en lin,4,18.16,72.64
INV502070,2023-05-25,10396,France,STK012,Miroir mural rond,1,43.27,43.27
INV502070,2023-05-25,10396,France,STK012,Miroir mural rond,2,36.48,72.96
INV502070,2023-05-25,10396,France,STK006,Cadre photo bois,1,8.74,8.74
INV502071,2023-09-07,10397,Germany,STK004,Plaid tricote,2,28.61,57.22
INV502071,2023-09-07,10397,Germany,STK003,Set de tasses ceramique,4,14.46,57.84
INV502071,2023-09-07,10397,Germany,STK004,Plaid tricote,2,28.68,57.36
INV502072,2023-11-24,10397,Germany,STK009,Vase en verre,1,17.16,17.16
INV502072,2023-11-24,10397,Germany,STK003,Set de tasses ceramique,2,16.22,32.44
INV502072,2023-11-24,10397,Germany,STK012,Miroir mural rond,2,47.32,94.64
INV502073,2023-09-02,10397,Germany,STK002,Coussin en lin,5,20.51,102.55000000000001
INV502073,2023-09-02,10397,Germany,STK009,Vase en verre,2,18.48,36.96
INV502074,2023-12-27,10397,Germany,STK011,Plateau en bambou,5,25.04,125.19999999999999
INV502074,2023-12-27,10397,Germany,STK006,Cadre photo bois,1,11.84,11.84
INV502075,2023-07-22,10397,Germany,STK012,Miroir mural rond,1,33.15,33.15
INV502075,2023-07-22,10397,Germany,STK006,Cadre photo bois,1,10.76,10.76
INV502075,2023-07-22,10397,Germany,STK001,Lampe de bureau design,3,20.29,60.87
INV502076,2023-07-17,10397,Germany,STK009,Vase en verre,1,24.92,24.92
INV502076,2023-07-17,10397,Germany,STK006,Cadre photo bois,5,8.56,42.800000000000004
INV502076,2023-07-17,10397,Germany,STK001,Lampe de bureau design,3,25.38,76.14
INV502077,2023-11-02,10397,Germany,STK010,Guirlande lumineuse,5,17.01,85.05000000000001
INV502077,2023-11-02,10397,Germany,STK007,Panier de rangement,1,23.56,23.56
INV502077,2023-11-02,10397,Germany,STK001,Lampe de bureau design,5,26.34,131.7
INV502078,2023-12-29,10397,Germany,STK011,Plateau en bambou,4,26.46,105.84
INV502078,2023-12-29,10397,Germany,STK005,Bougie parfumee,2,13.96,27.92
INV502078,2023-12-29,10397,Germany,STK007,Panier de rangement,1,20.15,20.15
INV502079,2023-05-24,10398,France,STK007,Panier de rangement,5,24.69,123.45
INV502079,2023-05-24,10398,France,STK008,Tapis de bain,4,24.72,98.88
INV502079,2023-05-24,10398,France,STK001,Lampe de bureau design,4,30.36,121.44
INV502080,2023-01-21,10398,France,STK010,Guirlande lumineuse,2,12.1,24.2
INV502080,2023-01-21,10398,France,STK010,Guirlande lumineuse,1,15.72,15.72
INV502080,2023-01-21,10398,France,STK010,Guirlande lumineuse,1,11.9,11.9
INV502081,2023-03-20,10398,France,STK008,Tapis de bain,1,27.53,27.53
INV502081,2023-03-20,10398,France,STK009,Vase en verre,5,22.96,114.80000000000001
INV502081,2023-03-20,10398,France,STK006,Cadre photo bois,4,9.21,36.84
INV502081,2023-03-20,10398,France,STK004,Plaid tricote,5,37.72,188.6
INV502082,2023-11-20,10399,France,STK006,Cadre photo bois,5,9.78,48.9
INV502082,2023-11-20,10399,France,STK005,Bougie parfumee,5,16.15,80.75
INV502082,2023-11-20,10399,France,STK003,Set de tasses ceramique,1,11.36,11.36
INV502082,2023-11-20,10399,France,STK005,Bougie parfumee,2,11.47,22.94
INV502083,2023-09-21,10399,France,STK001,Lampe de bureau design,1,20.0,20.0
INV502084,2023-05-26,10400,France,STK008,Tapis de bain,1,22.37,22.37
INV502084,2023-05-26,10400,France,STK003,Set de tasses ceramique,5,14.72,73.60000000000001
INV502084,2023-05-26,10400,France,STK002,Coussin en lin,2,18.59,37.18
INV502084,2023-05-26,10400,France,STK010,Guirlande lumineuse,5,13.21,66.05000000000001
INV502085,2023-03-20,10400,France,STK012,Miroir mural rond,5,37.41,187.04999999999998
INV502085,2023-03-20,10400,France,STK008,Tapis de bain,5,28.57,142.85
INV502085,2023-03-20,10400,France,STK005,Bougie parfumee,2,13.55,27.1
INV502085,2023-03-20,10400,France,STK004,Plaid tricote,3,24.0,72.0
INV502086,2023-09-14,10400,France,STK007,Panier de rangement,5,18.46,92.30000000000001
INV502086,2023-09-14,10400,France,STK004,Plaid tricote,4,31.96,127.84
INV502086,2023-09-14,10400,France,STK009,Vase en verre,3,23.74,71.22
INV502086,2023-09-14,10400,France,STK008,Tapis de bain,4,20.34,81.36
INV502087,2023-12-04,10400,France,STK008,Tapis de bain,1,20.67,20.67
INV502087,2023-12-04,10400,France,STK003,Set de tasses ceramique,1,15.4,15.4
INV502087,2023-12-04,10400,France,STK010,Guirlande lumineuse,2,14.34,28.68
INV502087,2023-12-04,10400,France,STK008,Tapis de bain,2,29.91,59.82
INV502088,2023-07-03,10400,France,STK003,Set de tasses ceramique,3,14.95,44.849999999999994
INV502088,2023-07-03,10400,France,STK002,Coussin en lin,5,25.19,125.95
INV502089,2023-01-21,10401,France,STK002,Coussin en lin,4,21.55,86.2
INV502089,2023-01-21,10401,France,STK006,Cadre photo bois,1,10.94,10.94
INV502089,2023-01-21,10401,France,STK004,Plaid tricote,2,32.6,65.2
INV502090,2023-01-18,10401,France,STK003,Set de tasses ceramique,1,15.19,15.19
INV502091,2023-11-18,10401,France,STK012,Miroir mural rond,5,37.91,189.54999999999998
INV502092,2023-07-16,10402,Spain,STK011,Plateau en bambou,1,21.4,21.4
INV502092,2023-07-16,10402,Spain,STK001,Lampe de bureau design,4,30.8,123.2
INV502092,2023-07-16,10402,Spain,STK011,Plateau en bambou,2,21.46,42.92
INV502092,2023-07-16,10402,Spain,STK004,Plaid tricote,3,24.28,72.84
INV502093,2023-11-12,10402,Spain,STK007,Panier de rangement,2,21.38,42.76
INV502093,2023-11-12,10402,Spain,STK012,Miroir mural rond,2,33.12,66.24
INV502094,2023-10-28,10402,Spain,STK004,Plaid tricote,1,21.87,21.87
INV502094,2023-10-28,10402,Spain,STK007,Panier de rangement,3,24.11,72.33
INV502094,2023-10-28,10402,Spain,STK002,Coussin en lin,4,18.45,73.8
INV502094,2023-10-28,10402,Spain,STK007,Panier de rangement,5,17.63,88.14999999999999
INV502095,2023-04-15,10402,Spain,STK002,Coussin en lin,1,16.93,16.93
INV502096,2023-11-13,10402,Spain,STK006,Cadre photo bois,4,8.76,35.04
INV502096,2023-11-13,10402,Spain,STK001,Lampe de bureau design,1,19.96,19.96
INV502097,2023-10-15,10402,Spain,STK005,Bougie parfumee,1,11.67,11.67
INV502097,2023-10-15,10402,Spain,STK009,Vase en verre,4,18.89,75.56
INV502097,2023-10-15,10402,Spain,STK009,Vase en verre,5,18.27,91.35
INV502097,2023-10-15,10402,Spain,STK004,Plaid tricote,2,28.77,57.54
INV502098,2023-06-19,10402,Spain,STK001,Lampe de bureau design,5,29.77,148.85
INV502098,2023-06-19,10402,Spain,STK002,Coussin en lin,2,12.95,25.9
INV502099,2023-09-11,10402,Spain,STK011,Plateau en bambou,4,26.66,106.64
INV502100,2023-03-12,10402,Spain,STK002,Coussin en lin,1,19.45,19.45
INV502100,2023-03-12,10402,Spain,STK007,Panier de rangement,5,23.92,119.60000000000001
INV502100,2023-03-12,10402,Spain,STK008,Tapis de bain,4,25.18,100.72
INV502100,2023-03-12,10402,Spain,STK012,Miroir mural rond,3,44.99,134.97
INV502101,2023-06-02,10403,Spain,STK007,Panier de rangement,3,23.62,70.86
INV502101,2023-06-02,10403,Spain,STK008,Tapis de bain,4,28.06,112.24
INV502102,2023-10-11,10404,Netherlands,STK012,Miroir mural rond,2,49.75,99.5
INV502102,2023-10-11,10404,Netherlands,STK008,Tapis de bain,1,28.0,28.0
INV502103,2023-08-21,10404,Netherlands,STK001,Lampe de bureau design,4,19.48,77.92
INV502103,2023-08-21,10404,Netherlands,STK012,Miroir mural rond,5,39.75,198.75
INV502103,2023-08-21,10404,Netherlands,STK011,Plateau en bambou,4,25.22,100.88
INV502103,2023-08-21,10404,Netherlands,STK008,Tapis de bain,5,29.66,148.3
INV502104,2023-11-05,10404,Netherlands,STK008,Tapis de bain,4,26.43,105.72
INV502104,2023-11-05,10404,Netherlands,STK012,Miroir mural rond,2,28.11,56.22
INV502105,2023-03-15,10404,Netherlands,STK010,Guirlande lumineuse,3,18.65,55.949999999999996
INV502105,2023-03-15,10404,Netherlands,STK012,Miroir mural rond,3,44.19,132.57
INV502105,2023-03-15,10404,Netherlands,STK003,Set de tasses ceramique,5,16.99,84.94999999999999
INV502105,2023-03-15,10404,Netherlands,STK003,Set de tasses ceramique,2,16.68,33.36
INV502106,2023-10-08,10404,Netherlands,STK006,Cadre photo bois,4,7.89,31.56
INV502106,2023-10-08,10404,Netherlands,STK003,Set de tasses ceramique,5,14.39,71.95
INV502106,2023-10-08,10404,Netherlands,STK010,Guirlande lumineuse,4,14.09,56.36
INV502107,2023-12-01,10404,Netherlands,STK011,Plateau en bambou,4,22.31,89.24
INV502107,2023-12-01,10404,Netherlands,STK011,Plateau en bambou,2,24.53,49.06
INV502107,2023-12-01,10404,Netherlands,STK007,Panier de rangement,4,18.87,75.48
INV502107,2023-12-01,10404,Netherlands,STK012,Miroir mural rond,4,37.82,151.28
INV502108,2023-01-23,10404,Netherlands,STK009,Vase en verre,2,20.72,41.44
INV502109,2023-12-25,10404,Netherlands,STK010,Guirlande lumineuse,2,13.85,27.7
INV502109,2023-12-25,10404,Netherlands,STK005,Bougie parfumee,4,14.65,58.6
INV502109,2023-12-25,10404,Netherlands,STK003,Set de tasses ceramique,2,12.24,24.48
INV502109,2023-12-25,10404,Netherlands,STK006,Cadre photo bois,4,8.87,35.48
INV502110,2023-02-12,10404,Netherlands,STK006,Cadre photo bois,3,7.07,21.21
INV502110,2023-02-12,10404,Netherlands,STK008,Tapis de bain,2,24.8,49.6
INV502111,2023-10-23,10404,Netherlands,STK006,Cadre photo bois,1,8.31,8.31
INV502112,2023-08-27,10404,Netherlands,STK003,Set de tasses ceramique,1,15.5,15.5
INV502112,2023-08-27,10404,Netherlands,STK008,Tapis de bain,3,22.2,66.6
INV502112,2023-08-27,10404,Netherlands,STK010,Guirlande lumineuse,2,15.36,30.72
INV502113,2023-03-27,10405,Spain,STK005,Bougie parfumee,1,13.66,13.66
INV502113,2023-03-27,10405,Spain,STK009,Vase en verre,2,21.61,43.22
INV502113,2023-03-27,10405,Spain,STK006,Cadre photo bois,2,11.28,22.56
INV502114,2023-09-02,10405,Spain,STK010,Guirlande lumineuse,5,12.43,62.15
INV502114,2023-09-02,10405,Spain,STK003,Set de tasses ceramique,5,14.94,74.7
INV502115,2023-08-30,10405,Spain,STK001,Lampe de bureau design,5,26.42,132.10000000000002
INV502116,2023-02-13,10405,Spain,STK006,Cadre photo bois,4,9.56,38.24
INV502116,2023-02-13,10405,Spain,STK002,Coussin en lin,4,17.02,68.08
INV502116,2023-02-13,10405,Spain,STK001,Lampe de bureau design,4,29.86,119.44
INV502117,2023-09-17,10405,Spain,STK009,Vase en verre,5,17.46,87.30000000000001
INV502117,2023-09-17,10405,Spain,STK001,Lampe de bureau design,3,24.18,72.53999999999999
INV502117,2023-09-17,10405,Spain,STK009,Vase en verre,4,19.8,79.2
INV502117,2023-09-17,10405,Spain,STK004,Plaid tricote,5,35.52,177.60000000000002
INV502118,2023-10-25,10406,Belgium,STK001,Lampe de bureau design,4,23.91,95.64
INV502118,2023-10-25,10406,Belgium,STK002,Coussin en lin,3,17.72,53.16
INV502118,2023-10-25,10406,Belgium,STK003,Set de tasses ceramique,5,15.03,75.14999999999999
INV502119,2023-07-24,10406,Belgium,STK011,Plateau en bambou,1,23.68,23.68
INV502119,2023-07-24,10406,Belgium,STK002,Coussin en lin,5,17.86,89.3
INV502119,2023-07-24,10406,Belgium,STK010,Guirlande lumineuse,1,8.43,8.43
INV502120,2023-11-27,10406,Belgium,STK009,Vase en verre,5,18.09,90.45
INV502120,2023-11-27,10406,Belgium,STK004,Plaid tricote,2,38.9,77.8
INV502120,2023-11-27,10406,Belgium,STK003,Set de tasses ceramique,4,16.39,65.56
INV502121,2023-12-02,10406,Belgium,STK001,Lampe de bureau design,4,30.47,121.88
INV502121,2023-12-02,10406,Belgium,STK012,Miroir mural rond,4,36.89,147.56
INV502121,2023-12-02,10406,Belgium,STK003,Set de tasses ceramique,1,15.64,15.64
INV502122,2023-11-19,10406,Belgium,STK007,Panier de rangement,2,22.31,44.62
INV502122,2023-11-19,10406,Belgium,STK007,Panier de rangement,4,23.37,93.48
INV502122,2023-11-19,10406,Belgium,STK007,Panier de rangement,5,13.85,69.25
INV502123,2023-09-01,10406,Belgium,STK007,Panier de rangement,1,19.02,19.02
INV502123,2023-09-01,10406,Belgium,STK008,Tapis de bain,1,35.68,35.68
INV502124,2023-05-05,10407,France,STK007,Panier de rangement,1,18.31,18.31
INV502124,2023-05-05,10407,France,STK004,Plaid tricote,3,32.07,96.21000000000001
INV502125,2023-09-06,10407,France,STK009,Vase en verre,2,20.22,40.44
INV502125,2023-09-06,10407,France,STK012,Miroir mural rond,3,45.63,136.89000000000001
INV502126,2023-06-20,10407,France,STK012,Miroir mural rond,3,46.12,138.35999999999999
INV502127,2023-04-22,10407,France,STK010,Guirlande lumineuse,4,12.82,51.28
INV502127,2023-04-22,10407,France,STK005,Bougie parfumee,2,11.24,22.48
INV502127,2023-04-22,10407,France,STK007,Panier de rangement,5,21.74,108.69999999999999
INV502128,2023-08-18,10408,Spain,STK011,Plateau en bambou,1,21.95,21.95
INV502129,2023-01-31,10408,Spain,STK001,Lampe de bureau design,2,23.31,46.62
INV502129,2023-01-31,10408,Spain,STK008,Tapis de bain,1,26.35,26.35
INV502129,2023-01-31,10408,Spain,STK009,Vase en verre,1,20.11,20.11
INV502130,2023-06-18,10409,Germany,STK001,Lampe de bureau design,5,27.25,136.25
INV502130,2023-06-18,10409,Germany,STK007,Panier de rangement,5,22.21,111.05000000000001
INV502131,2023-05-23,10409,Germany,STK001,Lampe de bureau design,3,25.15,75.44999999999999
INV502131,2023-05-23,10409,Germany,STK012,Miroir mural rond,1,41.04,41.04
INV502131,2023-05-23,10409,Germany,STK002,Coussin en lin,2,17.78,35.56
INV502132,2023-07-28,10410,Germany,STK012,Miroir mural rond,3,33.4,100.19999999999999
INV502132,2023-07-28,10410,Germany,STK009,Vase en verre,2,22.1,44.2
INV502133,2023-07-13,10410,Germany,STK012,Miroir mural rond,5,35.93,179.65
INV502134,2023-06-03,10410,Germany,STK011,Plateau en bambou,2,21.62,43.24
INV502134,2023-06-03,10410,Germany,STK003,Set de tasses ceramique,2,13.05,26.1
INV502134,2023-06-03,10410,Germany,STK007,Panier de rangement,2,13.5,27.0
INV502134,2023-06-03,10410,Germany,STK006,Cadre photo bois,4,6.9,27.6
INV502135,2023-07-15,10410,Germany,STK001,Lampe de bureau design,1,27.36,27.36
INV502136,2023-05-23,10410,Germany,STK011,Plateau en bambou,5,24.58,122.89999999999999
INV502137,2023-11-26,10410,Germany,STK012,Miroir mural rond,4,51.39,205.56
INV502138,2023-12-10,10410,Germany,STK010,Guirlande lumineuse,4,11.62,46.48
INV502138,2023-12-10,10410,Germany,STK009,Vase en verre,4,11.36,45.44
INV502138,2023-12-10,10410,Germany,STK005,Bougie parfumee,3,10.32,30.96
INV502138,2023-12-10,10410,Germany,STK007,Panier de rangement,4,14.56,58.24
INV502139,2023-05-10,10411,Germany,STK009,Vase en verre,4,19.51,78.04
INV502139,2023-05-10,10411,Germany,STK009,Vase en verre,4,14.99,59.96
INV502139,2023-05-10,10411,Germany,STK008,Tapis de bain,5,31.45,157.25
INV502139,2023-05-10,10411,Germany,STK011,Plateau en bambou,3,20.17,60.510000000000005
INV502140,2023-05-29,10411,Germany,STK012,Miroir mural rond,2,46.92,93.84
INV502141,2023-09-01,10411,Germany,STK007,Panier de rangement,1,24.23,24.23
INV502141,2023-09-01,10411,Germany,STK010,Guirlande lumineuse,4,16.7,66.8
INV502141,2023-09-01,10411,Germany,STK010,Guirlande lumineuse,5,16.29,81.44999999999999
INV502142,2023-04-09,10411,Germany,STK002,Coussin en lin,2,19.19,38.38
INV502142,2023-04-09,10411,Germany,STK009,Vase en verre,1,17.89,17.89
